Name,Month,Year,Sale Amount
Victor,March,2005,2782
Cecil,March,2003,6452
Don,September,2019,3602
Victor,May,2006,7498
Lee,July,2006,2733
Dale,October,2008,2632
Jerry,September,2012,2035
Jerry,February,2005,5861
Lee,August,2020,5591
Sam,February,2013,7020
Roger,November,2002,3760
Bob,August,2012,445
Allen,July,2020,4430
Jesse,September,2018,5415
Don,June,2004,7893
Dale,September,2018,2428
Gilbert,April,2013,5695
Roger,September,2006,1407
Rudolph,March,2013,4265
Allen,April,2016,1714
Oscar,October,2016,6721
Allen,March,2005,7909
Arnold,April,2015,1820
Hugh,October,2019,792
Chester,March,2013,2200
Jerry,March,2009,5503
Leslie,November,2020,6862
Wallace,May,2008,7628
Homer,October,2001,1828
Jerome,July,2011,6511
Willard,May,2006,197
Bobby,April,2014,3936
Jessie,February,2015,7264
Wilbur,March,2019,4455
Eddie,April,2003,5054
Don,November,2003,2270
Curtis,August,2014,6150
Bob,February,2007,7142
Junior,August,2002,7586
Virgil,May,2004,4643
Martin,February,2005,993
Ronald,February,2001,6215
Junior,October,2000,7871
Dale,February,2013,4393
Leslie,November,2016,2698
Wilbur,July,2007,6188
Claude,March,2010,6805
Harvey,February,2007,5949
Johnnie,November,2010,1088
Jesse,July,2016,7583
Rudolph,March,2002,3937
Everett,January,2009,3396
Edgar,July,2009,2910
Bob,October,2020,2587
Milton,May,2015,2124
Bobby,January,2003,7774
Douglas,July,2013,2801
Eddie,January,2007,7513
Sam,July,2006,1025
Charlie,March,2010,1169
Wilbur,March,2011,6767
Bobby,August,2006,5900
Rudolph,April,2019,3780
Chester,July,2019,2186
Willard,August,2007,6047
Homer,June,2015,4926
Gilbert,March,2008,4992
Roger,April,2006,4393
Jose,January,2008,3644
Dale,September,2004,3897
Allen,April,2009,2486
Harvey,February,2010,5543
Douglas,May,2003,1323
Arnold,January,2012,510
Roland,September,2008,5317
Harvey,May,2006,5430
Harvey,November,2009,2130
Gilbert,September,2017,5942
Jose,August,2012,2899
Harvey,January,2005,1336
Marion,June,2007,7546
Hugh,March,2002,7888
Edgar,September,2004,5543
Willard,May,2010,1323
Jimmie,May,2006,1684
Curtis,July,2020,2232
Milton,May,2004,4298
Bobby,April,2011,2516
Gilbert,November,2006,6171
Lee,June,2004,7261
Lee,July,2001,1778
Wilbur,February,2009,4754
Claude,November,2018,4602
Bobby,July,2020,1040
Jose,November,2006,731
Sam,August,2003,3303
Lewis,June,2016,1607
Martin,August,2019,2060
Chester,October,2015,5119
Lewis,November,2008,7977
Lee,August,2010,5634
Benjamin,May,2015,491
Willard,March,2010,2949
Marion,April,2014,7494
Glen,September,2010,3556
Jose,July,2008,537
Cecil,August,2003,4939
Jessie,April,2017,474
Sam,January,2019,5208
Curtis,October,2015,255
Bruce,October,2010,1234
Leslie,May,2018,3921
Claude,May,2010,5436
Willard,July,2011,4653
Wilbur,June,2006,7675
Wallace,August,2001,5631
Junior,October,2014,1782
Bobby,October,2002,6247
Edgar,October,2008,3149
Ronald,November,2012,7134
Jesse,October,2003,2477
Manuel,November,2005,6961
Jose,September,2020,4843
Lee,January,2006,3467
Victor,April,2005,4334
Claude,October,2000,5908
Everett,July,2002,3170
Junior,August,2008,4401
Lewis,September,2017,7421
Lewis,January,2001,4365
Dale,March,2005,4481
Don,November,2007,5723
Charlie,September,2006,1172
Jimmie,March,2020,5735
Dale,July,2009,5709
Roger,July,2017,3028
Victor,September,2013,4547
Gene,April,2018,5294
Johnnie,January,2014,2287
Claude,January,2016,4080
Oscar,October,2020,6413
Bobby,August,2011,4244
Bruce,February,2002,3413
Edgar,January,2004,321
Maurice,October,2009,6183
Gene,August,2006,7599
Benjamin,March,2004,594
Bob,October,2006,2402
Dale,February,2006,7069
Dale,May,2009,1653
Charlie,October,2005,5450
Lee,September,2007,2572
Jose,April,2018,6640
Curtis,February,2004,6250
Martin,March,2007,1375
Wallace,January,2015,5395
Ronald,November,2007,2579
Virgil,May,2017,7347
Jerome,March,2016,2162
Douglas,October,2016,7935
Leslie,March,2006,4541
Marion,April,2010,6280
Cecil,March,2008,3134
Glen,September,2016,7427
Claude,August,2013,5321
Cecil,March,2017,1146
Marion,November,2015,7247
Cecil,February,2008,5857
Chester,November,2005,4230
Jose,September,2018,3647
Manuel,August,2018,1868
Jessie,October,2008,4248
Lee,August,2017,6097
Jerome,January,2016,7449
Jerry,March,2000,5934
Jimmie,November,2001,7328
Douglas,February,2018,1010
Gilbert,February,2018,2461
Gilbert,February,2000,243
Dale,May,2005,2302
Homer,August,2007,829
Wallace,July,2007,2170
Arnold,May,2004,3261
Virgil,September,2001,2005
Curtis,March,2001,952
Martin,September,2015,4755
Lee,November,2007,629
Jerome,September,2016,3874
Don,January,2017,2865
Bobby,September,2002,5357
Wilbur,March,2009,7870
Victor,September,2016,1808
Jesse,September,2015,6801
Charlie,May,2010,5061
Homer,February,2013,3870
Virgil,June,2001,2242
Don,May,2019,2202
Junior,July,2007,7896
Edgar,May,2010,1737
Jesse,July,2011,2740
Oscar,July,2014,7393
Cecil,August,2012,6752
Chester,August,2013,5650
Bob,February,2018,7923
Virgil,October,2010,736
Johnnie,November,2010,5381
Glen,April,2019,2275
Wallace,September,2016,629
Leslie,July,2002,7737
Roger,March,2004,5599
Bob,October,2011,5853
Junior,May,2005,4950
Charlie,May,2015,5768
Hugh,May,2009,4831
Glen,October,2011,3676
Wilbur,September,2002,3107
Bobby,November,2014,2557
Jesse,April,2013,686
Jerome,October,2019,465
Victor,November,2016,3918
Glen,October,2006,6241
Charlie,July,2017,694
Don,March,2001,7883
Oscar,July,2015,424
Gilbert,November,2001,874
Wilbur,October,2008,7066
Arnold,July,2009,2220
Cecil,May,2001,6659
Jose,May,2018,6983
Bruce,February,2013,741
Lewis,October,2004,2557
Virgil,September,2014,1801
Roger,September,2005,5908
Ronald,April,2013,6196
Harvey,February,2000,4234
Jimmie,June,2017,212
Oscar,July,2002,192
Sam,May,2005,2935
Gilbert,March,2008,5686
Rudolph,June,2002,4996
Don,August,2011,6910
Curtis,September,2018,4642
Eddie,June,2003,6567
Edgar,February,2018,773
Jerry,September,2011,2239
Roland,May,2016,1716
Milton,November,2001,662
Claude,February,2008,7271
Manuel,March,2006,970
Bob,March,2004,1249
Junior,May,2006,4146
Jerry,July,2004,3680
Bruce,March,2008,1184
Allen,November,2013,3918
Virgil,October,2004,2828
Hugh,October,2019,5969
Arnold,January,2007,1721
Glen,October,2003,3718
Willard,June,2016,6471
Jerry,March,2002,2281
Hugh,September,2011,2478
Benjamin,March,2018,6629
Gilbert,January,2005,3990
Jessie,July,2016,6970
Chester,May,2007,2279
Benjamin,March,2012,5219
Ronald,November,2007,3454
Leslie,January,2015,6137
Chester,June,2014,6181
Marion,May,2015,2253
Dale,June,2004,6067
Don,March,2000,4445
Junior,June,2000,2389
Chester,August,2019,3418
Edgar,May,2001,1048
Douglas,February,2008,2291
Jerry,February,2012,6805
Hugh,February,2005,575
Bob,April,2005,1718
Dale,March,2018,4477
Lee,September,2007,1119
Johnnie,March,2002,6521
Jose,June,2000,7850
Gene,March,2019,6073
Sam,May,2004,3541
Hugh,September,2008,3640
Bobby,January,2016,4528
Manuel,February,2003,3920
Junior,March,2009,7056
Charlie,October,2011,2248
Lewis,October,2004,2072
Marion,November,2005,3602
Dale,September,2001,4578
Allen,February,2006,492
Lee,April,2015,6134
Rudolph,April,2016,797
Charlie,May,2004,6832
Curtis,September,2006,3170
Hugh,February,2005,1475
Marion,February,2006,6717
Homer,April,2009,3532
Gilbert,March,2007,7316
Maurice,June,2014,3155
Harvey,August,2006,2689
Douglas,November,2008,1078
Cecil,August,2018,3169
Johnnie,November,2004,6067
Maurice,September,2000,2177
Bruce,September,2010,1955
Charlie,August,2011,2356
Edgar,November,2000,6456
Roger,April,2016,7148
Curtis,November,2017,259
Eddie,May,2019,2269
Bob,March,2007,2240
Milton,July,2011,5914
Gilbert,May,2018,4086
Victor,March,2014,4484
Roland,April,2019,3620
Curtis,August,2015,5274
Hugh,March,2019,4573
Bob,June,2019,6307
Allen,May,2012,2624
Marion,August,2000,2753
Claude,May,2005,1618
Virgil,May,2013,1071
Glen,June,2018,7945
Jerome,February,2001,3818
Hugh,February,2001,7028
Jimmie,January,2019,4215
Oscar,June,2004,4168
Lewis,November,2001,4908
Junior,March,2010,2224
Roland,March,2014,1910
Dale,October,2015,1121
Bob,June,2001,3381
Leslie,January,2004,2350
Jerry,July,2010,4639
Rudolph,October,2018,5907
Bruce,October,2006,6973
Lewis,March,2015,5252
Milton,September,2007,1820
Leslie,May,2014,622
Claude,June,2017,5558
Oscar,August,2009,7909
Roger,July,2014,1981
Eddie,August,2019,3295
Roland,March,2019,2268
Cecil,February,2001,1134
Marion,July,2014,5403
Willard,June,2000,5952
Jose,January,2010,5127
Don,September,2014,1397
Manuel,October,2012,3774
Eddie,July,2018,981
Lewis,September,2011,4064
Benjamin,September,2003,3326
Lewis,October,2012,4273
Edgar,May,2019,2630
Jerome,May,2002,7978
Bruce,November,2010,6850
Martin,August,2002,5892
Junior,June,2008,7762
Jerome,October,2013,3435
Glen,July,2012,1579
Wallace,March,2004,3008
Eddie,August,2015,4841
Glen,March,2014,3333
Dale,April,2007,5137
Jerome,July,2010,883
Arnold,October,2012,4510
Hugh,March,2010,3492
Manuel,November,2001,283
Allen,February,2008,1993
Jessie,November,2013,1614
Hugh,March,2015,5087
Bob,March,2005,3996
Lewis,January,2016,5947
Roger,January,2013,7184
Jimmie,January,2002,5521
Jesse,April,2014,7482
Charlie,October,2009,6492
Oscar,July,2008,6958
Junior,March,2014,941
Allen,April,2008,6691
Milton,September,2016,5053
Milton,November,2000,3538
Dale,August,2009,2857
Eddie,June,2013,1481
Eddie,November,2003,5295
Virgil,January,2007,1067
Roland,June,2013,3868
Bob,January,2017,7929
Sam,September,2017,6369
Milton,April,2010,3863
Arnold,September,2006,2896
Wallace,July,2008,3976
Bruce,October,2020,227
Jerome,January,2008,5318
Jerome,October,2009,1335
Oscar,May,2017,3925
Harvey,May,2002,4203
Bruce,May,2004,1918
Leslie,February,2003,7306
Oscar,May,2007,6524
Rudolph,June,2011,6700
Charlie,June,2003,1081
Cecil,January,2012,6966
Jose,July,2016,6842
Jimmie,June,2011,5087
Jessie,July,2007,3136
Everett,April,2000,3788
Martin,February,2018,810
Willard,May,2008,6793
Leslie,October,2007,1930
Charlie,April,2001,2527
Roger,May,2020,3309
Benjamin,February,2002,3545
Roland,March,2003,7123
Victor,March,2003,6733
Leslie,August,2017,475
Victor,January,2008,5065
Willard,November,2008,7755
Charlie,April,2000,5683
Manuel,July,2006,5291
Chester,August,2003,3951
Willard,March,2020,750
Hugh,March,2016,1149
Roger,May,2007,7750
Everett,February,2000,6143
Jerome,October,2009,4953
Chester,February,2017,6785
Benjamin,February,2012,6877
Hugh,February,2014,224
Curtis,August,2018,7943
Bob,May,2010,4146
Leslie,May,2014,4810
Jerry,May,2004,2538
Jerome,February,2016,2003
Don,May,2013,409
Victor,April,2004,763
Jose,November,2014,1181
Jerome,October,2007,6983
Junior,April,2015,7360
Bob,April,2018,1744
Harvey,May,2012,738
Eddie,November,2000,2102
Sam,November,2016,7518
Willard,January,2003,279
Wilbur,January,2002,4313
Arnold,August,2015,3884
Virgil,November,2017,792
Maurice,February,2001,868
Milton,July,2009,3424
Virgil,October,2012,1776
Ronald,March,2016,3217
Johnnie,May,2012,3854
Junior,August,2015,7284
Manuel,September,2000,5179
Cecil,April,2013,2183
Gene,April,2006,1654
Don,February,2016,4456
Virgil,April,2000,7526
Wilbur,November,2005,7828
Chester,January,2013,2299
Rudolph,June,2002,802
Lee,March,2017,3773
Maurice,October,2017,3349
Cecil,May,2009,2326
Allen,September,2018,3304
Jessie,February,2019,6631
Wallace,March,2006,5629
Jose,September,2004,5112
Manuel,April,2005,3036
Wallace,February,2020,7759
Harvey,November,2013,2865
Junior,March,2005,2681
Jerome,September,2017,7276
Jose,March,2017,4506
Edgar,November,2007,274
Bobby,May,2015,3519
Roger,January,2011,3876
Chester,July,2008,3985
Arnold,January,2000,6115
Chester,April,2017,6878
Junior,July,2011,1280
Lee,March,2002,3533
Virgil,July,2015,4825
Jerome,October,2020,7927
Jesse,February,2000,4926
Sam,September,2018,6424
Hugh,February,2019,2444
Hugh,January,2011,528
Sam,November,2012,5626
Jesse,September,2002,5083
Jerome,June,2017,6271
Oscar,July,2010,3706
Victor,March,2003,908
Glen,April,2013,7067
Arnold,August,2004,2207
Maurice,January,2010,6851
Harvey,March,2004,3294
Milton,November,2013,4572
Bobby,October,2008,7263
Jesse,July,2017,2956
Bruce,May,2016,6126
Jimmie,April,2011,6029
Cecil,August,2002,6068
Roland,February,2009,4824
Jessie,November,2018,1872
Willard,October,2020,653
Gene,January,2016,5413
Jessie,August,2012,6564
Everett,July,2001,207
Hugh,March,2008,7302
Jesse,November,2012,562
Edgar,October,2007,5524
Charlie,November,2011,4748
Gene,July,2005,7680
Marion,September,2010,7771
Curtis,September,2014,5440
Glen,March,2017,4046
Benjamin,November,2020,6961
Curtis,November,2004,3381
Wilbur,October,2019,4163
Dale,March,2010,4990
Manuel,May,2017,7284
Curtis,February,2003,5803
Manuel,June,2003,4006
Jesse,August,2014,3185
Gilbert,July,2014,6975
Junior,July,2010,7927
Virgil,June,2008,3617
Hugh,May,2009,2423
Lee,March,2005,6074
Rudolph,November,2011,1496
Gene,May,2009,2276
Jerry,November,2008,3083
Allen,August,2015,743
Hugh,January,2008,3158
Roland,September,2007,4524
Rudolph,May,2008,7175
Bruce,November,2018,1573
Jose,October,2011,870
Ronald,August,2009,3857
Milton,October,2018,3464
Hugh,February,2020,6316
Jerry,October,2011,1740
Maurice,March,2004,6988
Roger,March,2013,6735
Martin,August,2007,4763
Jose,May,2016,4569
Virgil,April,2002,478
Everett,November,2012,3679
Lee,May,2018,3587
Everett,August,2015,696
Harvey,May,2007,2555
Glen,June,2010,6384
Allen,May,2005,4717
Arnold,February,2009,7932
Gilbert,June,2004,7650
Manuel,January,2002,4981
Maurice,March,2002,723
Cecil,September,2006,6897
Jesse,May,2015,6093
Chester,November,2017,6923
Hugh,August,2002,4911
Jose,April,2004,5503
Rudolph,February,2018,6000
Everett,June,2020,2901
Marion,November,2010,6771
Glen,August,2000,7939
Leslie,March,2015,649
Rudolph,February,2012,3714
Sam,November,2014,6544
Cecil,May,2015,4979
Victor,August,2012,7351
Charlie,March,2020,2866
Curtis,November,2014,577
Rudolph,September,2015,6873
Junior,August,2015,2584
Harvey,June,2009,7569
Marion,August,2001,5676
Allen,August,2004,4783
Bruce,October,2014,1621
Edgar,April,2006,6506
Oscar,April,2010,4454
Jerry,September,2012,573
Gene,September,2001,3493
Jerome,January,2002,3477
Glen,June,2011,2904
Bruce,April,2020,608
Gilbert,November,2002,4841
Ronald,August,2016,4927
Don,March,2008,3805
Sam,January,2011,7319
Junior,August,2011,596
Curtis,April,2011,519
Jerome,January,2005,3178
Jessie,May,2012,1316
Benjamin,November,2003,7931
Wilbur,September,2005,5568
Jimmie,October,2005,7633
Rudolph,November,2003,3029
Jose,September,2010,2952
Homer,September,2003,214
Jerome,November,2007,6645
Glen,January,2017,6531
Martin,November,2008,3003
Milton,September,2019,1479
Jimmie,April,2009,3216
Douglas,May,2017,7558
Jerome,February,2000,632
Glen,August,2016,4409
Bobby,October,2004,3882
Sam,April,2007,3405
Claude,May,2015,5425
Maurice,May,2003,2906
Allen,July,2013,6650
Jerry,July,2007,4787
Curtis,October,2013,1728
Bruce,July,2006,5256
Benjamin,January,2011,7804
Bruce,August,2004,4601
Eddie,September,2011,1048
Lewis,August,2019,1177
Bobby,November,2007,7727
Victor,October,2004,4923
Jessie,June,2014,1591
Leslie,October,2014,2326
Edgar,March,2006,2879
Sam,January,2015,2758
Gene,May,2019,2104
Lee,February,2014,4493
Jimmie,October,2006,3439
Bobby,August,2005,3505
Virgil,April,2000,5902
Chester,October,2009,4371
Benjamin,August,2013,5480
Johnnie,July,2011,5908
Arnold,August,2017,2561
Eddie,November,2001,3387
Bob,April,2001,3501
Benjamin,August,2018,4228
Jimmie,January,2013,7681
Marion,May,2006,4526
Cecil,April,2000,4305
Willard,January,2017,653
Lee,October,2009,652
Roland,March,2002,7221
Curtis,November,2001,4535
Don,August,2009,486
Bruce,January,2002,3076
Roland,November,2016,7265
Claude,May,2017,2662
Hugh,April,2002,7903
Hugh,September,2014,681
Jimmie,October,2019,2032
Cecil,March,2004,3451
Hugh,April,2006,6166
Sam,July,2011,2720
Bobby,November,2010,7385
Lewis,June,2008,5928
Martin,May,2001,723
Manuel,June,2003,6727
Jerry,October,2004,6442
Charlie,January,2015,5948
Leslie,October,2011,4686
Oscar,March,2015,941
Homer,September,2015,5677
Harvey,February,2002,7747
Victor,January,2007,2687
Johnnie,April,2015,4792
Marion,April,2013,5836
Jerry,May,2002,774
Virgil,August,2005,7044
Leslie,October,2011,7902
Jose,June,2020,2680
Marion,May,2010,2810
Everett,January,2001,7952
Eddie,July,2005,1343
Roger,June,2015,1857
Victor,March,2007,4040
Don,January,2013,6074
Hugh,July,2008,735
Glen,November,2017,6225
Martin,November,2008,7956
Arnold,June,2002,5885
Homer,July,2019,3840
Lewis,March,2017,2200
Benjamin,November,2005,956
Jerry,May,2010,3023
Benjamin,September,2009,7353
Roland,June,2016,5942
Everett,September,2004,7999
Lee,January,2002,5887
Johnnie,August,2011,5304
Douglas,May,2017,2808
Maurice,March,2011,3644
Arnold,July,2007,439
Roland,September,2001,1468
Curtis,June,2005,7880
Jerry,June,2007,3093
Sam,November,2010,2639
Jose,January,2012,5169
Don,August,2001,1150
Bob,June,2010,7797
Everett,July,2003,7831
Leslie,May,2006,2403
Virgil,April,2008,669
Dale,January,2009,6207
Eddie,January,2012,7015
Glen,July,2004,303
Edgar,January,2010,2087
Charlie,November,2007,7879
Virgil,May,2004,6007
Everett,June,2017,3590
Jesse,October,2012,7697
Harvey,February,2011,1362
Wallace,August,2013,2622
Gene,February,2019,1206
Sam,March,2001,2256
Allen,January,2002,6536
Roger,April,2018,7630
Harvey,March,2001,4853
Jimmie,January,2007,7493
Jerome,June,2000,3230
Wallace,September,2010,5225
Don,March,2011,3057
